transaction_id,timestamp,customer_id,amount,payment_method,card_network,merchant_category,device_type,ip_country,is_3ds_authenticated,is_chargeback
TXN_000231,2026-01-01 07:53:36.351178048,CUST_01889,384.27,netbanking,visa,electronics,mobile_android,US,True,0
TXN_000232,2026-01-01 07:56:18.898037644,CUST_00441,2278.72,upi,mastercard,electronics,mobile_ios,IN,True,0
TXN_000233,2026-01-01 08:04:38.857204549,CUST_00674,459.0,upi,visa,electronics,unknown,US,True,0
TXN_000234,2026-01-01 08:05:18.082051081,CUST_03234,2042.67,card,visa,electronics,mobile_android,SG,True,0
TXN_000235,2026-01-01 08:08:14.274106611,CUST_00549,3710.62,wallet,mastercard,fashion,mobile_android,IN,True,0
TXN_000236,2026-01-01 08:11:17.479786838,CUST_01108,978.01,upi,visa,gaming,mobile_android,IN,True,0
TXN_000237,2026-01-01 08:11:27.202977539,CUST_01596,2428.34,upi,visa,fashion,mobile_android,IN,True,0
TXN_000238,2026-01-01 08:13:52.876863530,CUST_00030,2017.23,upi,mastercard,groceries,mobile_android,IN,True,0
TXN_000239,2026-01-01 08:15:26.107931797,CUST_02122,2245.73,netbanking,amex,gaming,mobile_android,US,True,0
TXN_000240,2026-01-01 08:16:48.471732034,CUST_00002,310.67,upi,mastercard,electronics,mobile_android,SG,True,0
TXN_000241,2026-01-01 08:21:19.509592020,CUST_03829,1788.07,upi,visa,digital_goods,desktop_windows,US,True,0
TXN_000242,2026-01-01 08:22:09.639985811,CUST_01028,2455.87,netbanking,visa,groceries,mobile_ios,GB,True,0
TXN_000243,2026-01-01 08:30:30.446726165,CUST_00064,2835.33,upi,mastercard,digital_goods,mobile_android,GB,True,0
TXN_000244,2026-01-01 08:32:03.008254307,CUST_02221,2976.63,card,mastercard,fashion,mobile_ios,AE,True,0
TXN_000245,2026-01-01 08:32:13.414659586,CUST_02656,1285.15,upi,mastercard,electronics,mobile_ios,GB,False,0
TXN_000246,2026-01-01 08:32:25.815576971,CUST_00099,1276.35,card,unknown,groceries,desktop_windows,US,True,0
TXN_000247,2026-01-01 08:36:09.941965223,CUST_00005,411.16,upi,rupay,digital_goods,unknown,IN,True,0
TXN_000248,2026-01-01 08:39:18.745232415,CUST_00849,1713.32,upi,visa,travel,mobile_android,SG,True,0
TXN_000249,2026-01-01 08:41:55.066277426,CUST_01367,320.96,upi,mastercard,digital_goods,mobile_android,IN,True,0
TXN_000250,2026-01-01 08:42:06.922295337,CUST_00064,3462.11,upi,visa,digital_goods,mobile_ios,US,True,0
TXN_000251,2026-01-01 08:44:18.161799894,CUST_00999,2278.65,upi,mastercard,gaming,mobile_android,IN,True,0
TXN_000252,2026-01-01 08:56:16.525623712,CUST_00856,1574.85,upi,visa,travel,mobile_android,IN,False,0
TXN_000253,2026-01-01 08:59:23.103629807,CUST_02804,943.67,netbanking,visa,gaming,mobile_ios,IN,True,0
TXN_000254,2026-01-01 09:00:00.450074154,CUST_02444,3416.79,upi,visa,digital_goods,mobile_android,SG,True,1
TXN_000255,2026-01-01 09:03:14.912810369,CUST_00039,1310.49,wallet,mastercard,fashion,mobile_android,IN,True,0
TXN_000256,2026-01-01 09:03:24.173358069,CUST_01731,1598.03,netbanking,visa,electronics,mobile_android,IN,True,0
TXN_000257,2026-01-01 09:04:11.683009945,CUST_00769,551.09,upi,mastercard,groceries,mobile_ios,IN,True,0
TXN_000258,2026-01-01 09:09:21.667005518,CUST_00643,9752.3,upi,mastercard,digital_goods,desktop_mac,GB,True,0
TXN_000259,2026-01-01 09:12:42.874398822,CUST_00060,5609.59,wallet,visa,digital_goods,mobile_ios,IN,True,0
TXN_000260,2026-01-01 09:15:58.145583963,CUST_01980,3060.25,card,rupay,fashion,desktop_windows,IN,True,0
TXN_000261,2026-01-01 09:18:15.424398060,CUST_02841,1387.82,upi,rupay,electronics,mobile_android,IN,True,0
TXN_000262,2026-01-01 09:22:39.031162961,CUST_00099,2571.21,upi,rupay,digital_goods,mobile_android,IN,True,0
TXN_000263,2026-01-01 09:23:23.686498871,CUST_00003,2832.12,netbanking,visa,fashion,mobile_android,AE,True,0
TXN_000264,2026-01-01 09:29:22.779563678,CUST_01212,1064.53,card,rupay,gaming,mobile_android,US,True,0
TXN_000265,2026-01-01 09:32:44.640151735,CUST_03821,4710.41,upi,visa,electronics,desktop_mac,US,True,0
TXN_000266,2026-01-01 09:32:56.130667724,CUST_01570,594.81,upi,visa,fashion,desktop_mac,IN,True,0
TXN_000267,2026-01-01 09:36:34.143121334,CUST_00157,2915.52,card,mastercard,travel,mobile_ios,IN,False,0
TXN_000268,2026-01-01 09:38:22.883507621,CUST_02876,410.25,netbanking,mastercard,travel,mobile_android,IN,False,0
TXN_000269,2026-01-01 09:40:09.303636347,CUST_00902,2867.1,upi,visa,electronics,mobile_ios,IN,True,0
TXN_000270,2026-01-01 09:43:50.755344121,CUST_00794,1688.27,upi,rupay,gaming,mobile_ios,IN,True,0
TXN_000271,2026-01-01 09:44:48.549179226,CUST_00008,636.6,upi,mastercard,groceries,mobile_android,AE,True,0
TXN_000272,2026-01-01 09:44:58.838573193,CUST_00009,1514.73,card,visa,digital_goods,mobile_android,US,True,0
TXN_000273,2026-01-01 09:52:00.027209648,CUST_01075,713.93,upi,visa,travel,mobile_android,US,True,0
TXN_000274,2026-01-01 09:59:01.193942320,CUST_02378,1546.78,upi,visa,groceries,mobile_ios,AE,True,0
TXN_000275,2026-01-01 10:02:15.288240642,CUST_02015,7833.49,upi,rupay,groceries,mobile_ios,SG,True,0
TXN_000276,2026-01-01 10:05:35.941977683,CUST_03449,667.31,card,visa,travel,mobile_android,US,True,0
TXN_000277,2026-01-01 10:09:06.120309091,CUST_00768,1279.43,upi,mastercard,digital_goods,mobile_android,GB,True,0
TXN_000278,2026-01-01 10:19:46.453751071,CUST_01268,3019.56,wallet,amex,fashion,mobile_ios,AE,True,0
TXN_000279,2026-01-01 10:19:58.165465254,CUST_01299,1444.43,upi,rupay,fashion,mobile_ios,SG,True,0
TXN_000280,2026-01-01 10:20:04.876680514,CUST_00399,3767.48,netbanking,mastercard,digital_goods,mobile_ios,US,True,0
TXN_000281,2026-01-01 10:20:46.271036487,CUST_00001,2377.09,upi,mastercard,gaming,mobile_android,US,True,0
TXN_000282,2026-01-01 10:22:43.701577768,CUST_02614,1246.71,netbanking,visa,digital_goods,mobile_android,SG,True,0
TXN_000283,2026-01-01 10:25:50.629288559,CUST_00011,1975.05,upi,rupay,groceries,mobile_android,SG,True,0
TXN_000284,2026-01-01 10:27:26.263410763,CUST_03616,2063.26,upi,mastercard,groceries,mobile_android,GB,True,0
TXN_000285,2026-01-01 10:29:51.677533896,CUST_02651,921.01,upi,visa,electronics,desktop_windows,AE,True,0
TXN_000286,2026-01-01 10:31:09.425191983,CUST_00024,2115.39,upi,visa,groceries,desktop_mac,IN,False,0
TXN_000287,2026-01-01 10:32:32.978369933,CUST_00033,1246.79,upi,mastercard,groceries,mobile_ios,AE,True,0
TXN_000288,2026-01-01 10:33:32.731698322,CUST_01914,279.56,upi,mastercard,fashion,mobile_android,GB,True,0
TXN_000289,2026-01-01 10:35:33.866688184,CUST_00925,1421.1,card,rupay,fashion,mobile_ios,IN,True,0
TXN_000290,2026-01-01 10:35:51.187529311,CUST_01410,3390.29,card,rupay,gaming,desktop_windows,AE,True,0
TXN_000291,2026-01-01 10:36:02.147883244,CUST_00214,1133.58,upi,mastercard,digital_goods,mobile_android,SG,True,0
TXN_000292,2026-01-01 10:37:32.331972468,CUST_02964,901.42,card,unknown,digital_goods,mobile_android,IN,True,0
TXN_000293,2026-01-01 10:38:29.186909489,CUST_00922,934.23,upi,visa,gaming,mobile_android,IN,True,0
TXN_000294,2026-01-01 10:39:26.573403017,CUST_01015,601.46,card,visa,gaming,mobile_android,IN,True,0
TXN_000295,2026-01-01 10:44:27.874450057,CUST_03910,661.21,upi,visa,electronics,mobile_ios,SG,True,0
TXN_000296,2026-01-01 10:56:25.911345714,CUST_02136,1646.5,upi,visa,travel,desktop_mac,SG,True,0
TXN_000297,2026-01-01 10:58:30.825390855,CUST_01626,3926.55,card,mastercard,groceries,mobile_ios,IN,True,0
TXN_000298,2026-01-01 10:58:53.398151219,CUST_02828,8339.42,upi,rupay,gaming,desktop_windows,IN,True,0
TXN_000299,2026-01-01 11:02:12.618307174,CUST_03913,1365.1,upi,mastercard,electronics,mobile_android,IN,True,0
TXN_000300,2026-01-01 11:03:59.121329667,CUST_02420,336.93,wallet,visa,fashion,mobile_android,IN,True,0
TXN_000301,2026-01-01 11:07:03.887678194,CUST_02376,404.26,upi,unknown,fashion,mobile_ios,US,True,0
TXN_000302,2026-01-01 11:09:14.628821675,CUST_00085,342.98,card,mastercard,gaming,mobile_ios,AE,False,0
TXN_000303,2026-01-01 11:09:29.833564299,CUST_02881,892.86,card,visa,groceries,mobile_ios,IN,True,0
TXN_000304,2026-01-01 11:11:47.762965681,CUST_02944,980.39,upi,mastercard,groceries,mobile_ios,GB,True,0
TXN_000305,2026-01-01 11:14:02.215864676,CUST_01155,2972.55,upi,visa,digital_goods,mobile_android,GB,True,0
TXN_000306,2026-01-01 11:21:53.480808086,CUST_01418,4045.59,card,mastercard,fashion,mobile_android,AE,False,0
TXN_000307,2026-01-01 11:27:04.859479637,CUST_01283,286.7,card,visa,fashion,mobile_android,GB,True,0
TXN_000308,2026-01-01 11:36:30.355600132,CUST_00930,2153.78,wallet,mastercard,fashion,mobile_android,SG,True,0
TXN_000309,2026-01-01 11:42:41.348085974,CUST_00078,1802.29,upi,mastercard,digital_goods,mobile_ios,IN,True,0
TXN_000310,2026-01-01 11:42:57.249602786,CUST_01456,2230.52,card,rupay,electronics,desktop_windows,IN,True,0
TXN_000311,2026-01-01 11:43:05.840142358,CUST_00397,2492.95,upi,visa,groceries,mobile_android,AE,True,0
TXN_000312,2026-01-01 11:47:37.570313103,CUST_00896,3888.73,upi,visa,digital_goods,mobile_android,US,False,0
TXN_000313,2026-01-01 11:50:55.502853958,CUST_03108,1579.62,upi,visa,electronics,mobile_ios,IN,True,0
TXN_000314,2026-01-01 11:51:08.091876344,CUST_00026,1205.94,wallet,rupay,electronics,mobile_ios,AE,True,0
TXN_000315,2026-01-01 11:51:26.636353428,CUST_03582,8898.23,card,amex,groceries,mobile_android,IN,True,0
TXN_000316,2026-01-01 11:54:11.065092558,CUST_01027,134.29,card,mastercard,travel,desktop_windows,IN,True,0
TXN_000317,2026-01-01 11:55:28.400543282,CUST_03531,6471.51,netbanking,visa,electronics,mobile_android,IN,True,0
TXN_000318,2026-01-01 11:58:25.347385852,CUST_00094,2136.92,upi,mastercard,digital_goods,desktop_mac,AE,True,0
TXN_000319,2026-01-01 11:59:21.096181807,CUST_00007,2042.34,card,visa,groceries,mobile_android,US,True,0
TXN_000320,2026-01-01 11:59:58.510839081,CUST_01269,2525.23,upi,mastercard,electronics,desktop_windows,IN,True,0
TXN_000321,2026-01-01 12:07:03.949828502,CUST_00858,2471.73,upi,amex,digital_goods,mobile_android,SG,True,0
TXN_000322,2026-01-01 12:07:55.525604367,CUST_01900,291.39,card,visa,fashion,mobile_android,IN,True,0
TXN_000323,2026-01-01 12:13:07.202894374,CUST_01176,275.38,upi,visa,groceries,mobile_ios,US,True,0
TXN_000324,2026-01-01 12:13:57.553525657,CUST_00811,1878.25,netbanking,visa,fashion,mobile_android,GB,True,0
TXN_000325,2026-01-01 12:13:57.980127087,CUST_03120,335.99,upi,rupay,groceries,mobile_android,SG,True,0
TXN_000326,2026-01-01 12:13:59.686652499,CUST_00275,6091.07,upi,mastercard,fashion,desktop_windows,IN,True,0
TXN_000327,2026-01-01 12:15:31.328872995,CUST_00185,1846.69,upi,mastercard,digital_goods,desktop_mac,IN,True,0
TXN_000328,2026-01-01 12:18:07.862904111,CUST_02359,4003.99,upi,mastercard,groceries,mobile_ios,IN,True,0
TXN_000329,2026-01-01 12:18:21.483479610,CUST_00333,876.14,card,visa,travel,mobile_android,IN,True,0
TXN_000330,2026-01-01 12:19:23.366104679,CUST_01005,1850.13,card,mastercard,fashion,mobile_android,IN,True,0
TXN_000331,2026-01-01 12:20:36.006556024,CUST_01235,598.09,upi,amex,fashion,mobile_ios,GB,True,0
TXN_000332,2026-01-01 12:21:47.440692651,CUST_00222,3169.66,upi,visa,fashion,desktop_windows,IN,True,0
TXN_000333,2026-01-01 12:25:11.021638505,CUST_00342,4156.2,card,mastercard,groceries,mobile_android,IN,True,0
TXN_000334,2026-01-01 12:26:14.751966423,CUST_00005,295.46,upi,rupay,travel,mobile_ios,AE,True,0
TXN_000335,2026-01-01 12:28:09.332622997,CUST_00197,3157.23,card,visa,digital_goods,mobile_ios,IN,True,0
TXN_000336,2026-01-01 12:29:54.392214950,CUST_00280,2077.37,upi,visa,electronics,mobile_android,IN,True,0
TXN_000337,2026-01-01 12:30:57.604641919,CUST_00002,971.13,upi,mastercard,groceries,mobile_android,IN,True,0
TXN_000338,2026-01-01 12:31:15.018267675,CUST_02497,1950.88,card,visa,groceries,mobile_ios,GB,True,0
TXN_000339,2026-01-01 12:32:00.068071153,CUST_02978,1353.07,upi,mastercard,groceries,mobile_android,IN,True,0
TXN_000340,2026-01-01 12:32:00.541539728,CUST_00072,845.15,card,mastercard,digital_goods,mobile_ios,AE,True,0
TXN_000341,2026-01-01 12:33:16.139979263,CUST_01194,4366.37,upi,visa,fashion,mobile_android,IN,True,0
TXN_000342,2026-01-01 12:35:44.918769455,CUST_00567,1873.94,upi,mastercard,electronics,mobile_android,IN,True,0
TXN_000343,2026-01-01 12:37:49.757276912,CUST_00036,6000.6,card,mastercard,fashion,mobile_ios,SG,True,0
TXN_000344,2026-01-01 12:42:22.325072113,CUST_00003,952.31,card,mastercard,groceries,mobile_android,IN,True,0
TXN_000345,2026-01-01 12:44:09.451170335,CUST_01487,1267.39,card,mastercard,gaming,mobile_android,AE,True,0
TXN_000346,2026-01-01 12:44:47.206264789,CUST_00015,3154.35,upi,mastercard,fashion,mobile_android,AE,True,0
TXN_000347,2026-01-01 12:45:21.424198487,CUST_03024,961.76,upi,mastercard,gaming,mobile_ios,IN,True,0
TXN_000348,2026-01-01 12:48:11.131003482,CUST_02259,5687.08,upi,mastercard,travel,mobile_android,IN,True,0
TXN_000349,2026-01-01 12:48:26.442560041,CUST_01835,3475.85,card,visa,electronics,mobile_android,IN,True,0
TXN_000350,2026-01-01 12:48:40.195396829,CUST_02643,889.88,upi,visa,gaming,desktop_windows,IN,True,0
TXN_000351,2026-01-01 12:55:35.141264284,CUST_00025,839.98,card,mastercard,digital_goods,mobile_android,AE,False,0
TXN_000352,2026-01-01 12:57:02.768427149,CUST_01298,867.71,upi,rupay,digital_goods,mobile_android,IN,True,0
TXN_000353,2026-01-01 12:58:25.565053988,CUST_00100,364.65,upi,visa,gaming,desktop_windows,IN,True,0
TXN_000354,2026-01-01 13:00:37.390768761,CUST_00831,2564.29,card,visa,groceries,desktop_windows,IN,True,0
TXN_000355,2026-01-01 13:05:39.165276008,CUST_00348,4850.65,card,visa,electronics,mobile_android,SG,True,0
TXN_000356,2026-01-01 13:09:33.931200681,CUST_00033,1018.82,upi,rupay,gaming,mobile_ios,IN,True,0
TXN_000357,2026-01-01 13:11:00.721529675,CUST_01898,15901.65,upi,mastercard,fashion,mobile_android,IN,False,1
TXN_000358,2026-01-01 13:13:53.149092856,CUST_00235,1068.65,card,visa,gaming,mobile_android,IN,True,0
TXN_000359,2026-01-01 13:15:21.075011287,CUST_00034,785.41,card,visa,groceries,mobile_ios,SG,True,0
TXN_000360,2026-01-01 13:20:14.430295036,CUST_02930,1417.26,upi,visa,groceries,mobile_android,AE,True,0
TXN_000361,2026-01-01 13:22:39.904491927,CUST_00040,4046.33,netbanking,mastercard,digital_goods,mobile_ios,AE,False,0
TXN_000362,2026-01-01 13:24:40.184261815,CUST_00099,2431.15,wallet,mastercard,electronics,desktop_windows,SG,True,0
TXN_000363,2026-01-01 13:26:46.005666735,CUST_00002,413.29,upi,unknown,gaming,desktop_mac,SG,True,0
TXN_000364,2026-01-01 13:27:03.441055614,CUST_00827,1676.93,upi,visa,fashion,mobile_android,SG,True,0
TXN_000365,2026-01-01 13:32:05.290634378,CUST_02513,17447.28,netbanking,rupay,fashion,mobile_android,AE,False,1
TXN_000366,2026-01-01 13:38:39.254507993,CUST_02708,55.69,upi,rupay,electronics,mobile_ios,IN,True,0
TXN_000367,2026-01-01 13:39:05.429121876,CUST_01956,868.19,card,amex,fashion,mobile_android,IN,True,0
TXN_000368,2026-01-01 13:39:12.195404272,CUST_00660,1540.97,card,mastercard,groceries,mobile_android,IN,True,0
TXN_000369,2026-01-01 13:40:22.882822648,CUST_03011,15412.33,card,visa,groceries,mobile_android,GB,True,0
TXN_000370,2026-01-01 13:41:26.042614113,CUST_02107,6772.74,upi,rupay,fashion,mobile_android,SG,True,0
TXN_000371,2026-01-01 13:43:26.153712463,CUST_03009,1670.42,upi,visa,electronics,mobile_ios,IN,True,0
TXN_000372,2026-01-01 13:43:53.619493938,CUST_00139,14150.43,upi,rupay,travel,mobile_android,AE,True,0
TXN_000373,2026-01-01 13:44:45.345309380,CUST_01175,1730.22,upi,mastercard,digital_goods,mobile_ios,IN,True,0
TXN_000374,2026-01-01 13:46:16.414706405,CUST_00002,869.57,upi,visa,digital_goods,desktop_windows,IN,True,0
TXN_000375,2026-01-01 13:46:29.712769091,CUST_00838,4054.26,card,visa,electronics,mobile_android,IN,True,0
TXN_000376,2026-01-01 13:46:56.086174481,CUST_02909,660.53,upi,mastercard,electronics,mobile_ios,IN,False,0
TXN_000377,2026-01-01 13:49:58.360982399,CUST_01922,4758.71,card,mastercard,travel,mobile_android,IN,True,0
TXN_000378,2026-01-01 13:50:13.585013917,CUST_02167,16983.24,upi,amex,groceries,desktop_mac,IN,True,0
TXN_000379,2026-01-01 13:56:53.328915296,CUST_00263,2185.08,upi,mastercard,travel,mobile_android,IN,True,0
TXN_000380,2026-01-01 13:59:15.706421097,CUST_00444,8011.74,upi,rupay,gaming,mobile_android,SG,True,0
TXN_000381,2026-01-01 14:03:34.310676172,CUST_03868,6916.46,upi,mastercard,gaming,mobile_android,IN,True,0
TXN_000382,2026-01-01 14:03:59.243309554,CUST_00178,2651.32,card,mastercard,electronics,mobile_android,IN,True,0
TXN_000383,2026-01-01 14:04:52.150697604,CUST_00017,1667.81,upi,mastercard,digital_goods,mobile_android,AE,True,0
TXN_000384,2026-01-01 14:08:29.474386614,CUST_00421,1804.44,card,visa,fashion,mobile_android,IN,True,0
TXN_000385,2026-01-01 14:09:47.408596371,CUST_02107,5251.62,netbanking,rupay,fashion,desktop_windows,IN,False,0
TXN_000386,2026-01-01 14:18:32.402026406,CUST_00846,3388.3,upi,rupay,groceries,mobile_android,IN,True,0
TXN_000387,2026-01-01 14:21:25.105356654,CUST_00005,50.0,upi,visa,electronics,mobile_android,AE,True,0
TXN_000388,2026-01-01 14:31:08.316514079,CUST_01493,872.62,upi,visa,digital_goods,mobile_android,IN,True,0
TXN_000389,2026-01-01 14:31:44.257417639,CUST_01904,1647.73,card,visa,groceries,mobile_android,SG,True,0
TXN_000390,2026-01-01 14:37:39.071329748,CUST_01182,3520.97,upi,visa,groceries,mobile_android,IN,True,0
TXN_000391,2026-01-01 14:37:59.213972022,CUST_00067,1594.45,wallet,mastercard,gaming,mobile_android,IN,True,0
TXN_000392,2026-01-01 14:41:52.617629999,CUST_00085,610.41,upi,visa,groceries,mobile_android,AE,True,0
TXN_000393,2026-01-01 14:43:44.647769628,CUST_00469,2669.01,netbanking,visa,gaming,mobile_android,IN,True,0
TXN_000394,2026-01-01 14:43:48.136813493,CUST_00348,13734.97,card,mastercard,electronics,mobile_android,SG,True,1
TXN_000395,2026-01-01 14:43:50.113715564,CUST_00023,6953.49,upi,rupay,electronics,mobile_ios,IN,True,0
TXN_000396,2026-01-01 14:46:32.722447780,CUST_02770,3815.56,card,visa,fashion,mobile_android,GB,True,0
TXN_000397,2026-01-01 14:47:03.576355869,CUST_03308,1559.84,upi,visa,electronics,desktop_mac,IN,True,0
TXN_000398,2026-01-01 14:47:30.094806022,CUST_00046,463.24,upi,visa,electronics,mobile_android,AE,True,0
TXN_000399,2026-01-01 14:53:42.258955622,CUST_01002,633.73,card,visa,fashion,mobile_android,IN,True,0
TXN_000400,2026-01-01 14:54:02.118110328,CUST_00531,1106.35,card,mastercard,digital_goods,mobile_android,GB,True,0
TXN_000401,2026-01-01 14:55:13.213080787,CUST_00473,1319.41,upi,visa,groceries,unknown,SG,True,0
TXN_000402,2026-01-01 14:55:58.989838826,CUST_01080,5381.32,netbanking,visa,groceries,mobile_android,SG,True,0
TXN_000403,2026-01-01 14:59:32.278471079,CUST_00607,2433.04,card,rupay,gaming,mobile_android,GB,True,0
TXN_000404,2026-01-01 15:04:00.012954905,CUST_00596,991.33,card,rupay,gaming,mobile_ios,AE,True,0
TXN_000405,2026-01-01 15:05:14.619680828,CUST_00046,2559.6,card,visa,fashion,mobile_android,IN,True,0
TXN_000406,2026-01-01 15:08:10.932532737,CUST_01753,1633.43,upi,rupay,electronics,desktop_windows,IN,True,0
TXN_000407,2026-01-01 15:08:37.975138706,CUST_01078,7351.79,upi,visa,digital_goods,mobile_ios,IN,False,0
TXN_000408,2026-01-01 15:13:48.337714033,CUST_00008,1654.9,card,visa,fashion,desktop_windows,IN,True,0
TXN_000409,2026-01-01 15:13:55.370988873,CUST_00388,4298.77,card,visa,digital_goods,mobile_android,IN,True,0
TXN_000410,2026-01-01 15:17:51.017616960,CUST_00113,1189.89,netbanking,visa,gaming,mobile_android,IN,False,0
TXN_000411,2026-01-01 15:19:31.428230673,CUST_00423,924.64,upi,visa,digital_goods,mobile_android,GB,True,0
TXN_000412,2026-01-01 15:21:21.096671494,CUST_00031,3735.79,card,visa,groceries,mobile_android,IN,True,0
TXN_000413,2026-01-01 15:24:46.580463044,CUST_01219,520.63,upi,visa,gaming,mobile_ios,AE,True,0
TXN_000414,2026-01-01 15:25:23.817771241,CUST_01085,1297.52,upi,mastercard,gaming,mobile_android,GB,True,0
TXN_000415,2026-01-01 15:27:34.912432705,CUST_01136,21203.43,upi,rupay,digital_goods,mobile_ios,IN,False,1
TXN_000416,2026-01-01 15:29:10.320068539,CUST_00366,9482.72,wallet,unknown,groceries,mobile_android,IN,True,0
TXN_000417,2026-01-01 15:31:12.500777080,CUST_01821,224.45,card,mastercard,groceries,mobile_ios,GB,True,0
TXN_000418,2026-01-01 15:32:18.307621033,CUST_02642,3036.52,upi,visa,electronics,mobile_android,IN,True,0
TXN_000419,2026-01-01 15:32:32.260911055,CUST_00493,1626.48,netbanking,rupay,fashion,mobile_android,AE,True,0
TXN_000420,2026-01-01 15:37:19.191171017,CUST_00541,490.33,upi,mastercard,travel,mobile_android,IN,True,0
TXN_000421,2026-01-01 15:39:10.819393140,CUST_03085,1566.68,upi,visa,groceries,mobile_android,US,True,0
TXN_000422,2026-01-01 15:40:10.915854902,CUST_01193,1832.88,upi,visa,digital_goods,unknown,IN,True,0
TXN_000423,2026-01-01 15:42:54.738660607,CUST_00793,2400.21,upi,visa,groceries,mobile_android,IN,True,0
TXN_000424,2026-01-01 15:43:24.103840350,CUST_01914,212.42,upi,visa,electronics,mobile_android,IN,True,0
TXN_000425,2026-01-01 15:49:44.691208742,CUST_00250,599.21,wallet,amex,fashion,mobile_ios,AE,True,0
TXN_000426,2026-01-01 15:49:58.307527385,CUST_00004,2966.75,upi,mastercard,fashion,mobile_android,US,True,0
TXN_000427,2026-01-01 15:51:45.894362833,CUST_01701,224.34,upi,visa,groceries,desktop_windows,IN,True,0
TXN_000428,2026-01-01 15:58:20.394144690,CUST_01395,372.11,upi,mastercard,groceries,mobile_android,GB,True,0
TXN_000429,2026-01-01 16:04:58.475540148,CUST_00528,1847.12,upi,visa,groceries,mobile_ios,US,True,0
TXN_000430,2026-01-01 16:05:36.332059905,CUST_00006,271.76,upi,amex,digital_goods,mobile_ios,GB,True,0
TXN_000431,2026-01-01 16:05:44.249906849,CUST_03443,2030.44,card,mastercard,fashion,mobile_android,IN,True,0
TXN_000432,2026-01-01 16:06:54.721173282,CUST_01874,403.12,upi,mastercard,digital_goods,mobile_android,US,False,0
TXN_000433,2026-01-01 16:07:21.540886387,CUST_00412,256.22,wallet,mastercard,electronics,desktop_windows,US,True,0
TXN_000434,2026-01-01 16:08:40.364361967,CUST_00095,512.92,upi,mastercard,fashion,mobile_android,AE,True,0
TXN_000435,2026-01-01 16:09:10.337098793,CUST_00972,814.72,upi,mastercard,groceries,mobile_ios,IN,True,0
TXN_000436,2026-01-01 16:09:14.761396405,CUST_00002,706.81,wallet,visa,groceries,mobile_ios,IN,True,0
TXN_000437,2026-01-01 16:09:53.116907275,CUST_00614,3247.38,upi,mastercard,fashion,mobile_ios,IN,True,0
TXN_000438,2026-01-01 16:16:45.346688104,CUST_03889,1294.04,upi,amex,gaming,mobile_ios,SG,True,0
TXN_000439,2026-01-01 16:17:02.530863520,CUST_01927,1133.32,upi,visa,gaming,mobile_android,US,True,0
TXN_000440,2026-01-01 16:17:45.394078923,CUST_03856,462.02,card,visa,electronics,mobile_android,SG,True,0
TXN_000441,2026-01-01 16:18:55.389195745,CUST_00439,1401.2,upi,rupay,groceries,mobile_android,IN,True,0
TXN_000442,2026-01-01 16:21:43.105073385,CUST_00017,936.28,card,mastercard,fashion,mobile_ios,US,True,0
TXN_000443,2026-01-01 16:25:43.498181907,CUST_03670,2955.93,netbanking,visa,gaming,mobile_android,IN,True,0
TXN_000444,2026-01-01 16:27:33.979898292,CUST_02817,951.53,card,visa,travel,desktop_windows,IN,True,0
TXN_000445,2026-01-01 16:34:04.702323023,CUST_01003,1531.22,upi,mastercard,electronics,mobile_ios,AE,True,0
TXN_000446,2026-01-01 16:34:34.801835945,CUST_00127,6885.57,upi,visa,fashion,mobile_android,IN,True,0
TXN_000447,2026-01-01 16:38:59.193586674,CUST_01924,7082.67,card,visa,fashion,mobile_android,IN,True,0
TXN_000448,2026-01-01 16:40:18.971941765,CUST_00002,503.49,card,rupay,groceries,desktop_windows,IN,True,0
TXN_000449,2026-01-01 16:43:13.492505888,CUST_03220,2800.65,upi,mastercard,groceries,mobile_android,GB,True,0
TXN_000450,2026-01-01 16:43:29.848012548,CUST_01674,1829.01,upi,visa,groceries,mobile_android,GB,True,0
TXN_000451,2026-01-01 16:45:15.282087799,CUST_00071,890.78,upi,visa,electronics,mobile_ios,US,True,0
TXN_000452,2026-01-01 16:47:33.488484083,CUST_00061,441.53,upi,visa,groceries,mobile_android,US,False,0
TXN_000453,2026-01-01 16:50:50.583679413,CUST_00008,1504.34,netbanking,visa,fashion,mobile_ios,IN,True,0
TXN_000454,2026-01-01 17:02:29.144804391,CUST_02129,1735.72,wallet,visa,digital_goods,mobile_ios,GB,True,0
TXN_000455,2026-01-01 17:08:13.659443488,CUST_00036,4586.37,card,visa,fashion,mobile_android,IN,True,0
TXN_000456,2026-01-01 17:09:35.591740736,CUST_00832,8872.56,netbanking,visa,digital_goods,mobile_ios,AE,True,0
TXN_000457,2026-01-01 17:10:28.598327868,CUST_00348,4658.28,netbanking,visa,gaming,mobile_ios,IN,True,0
TXN_000458,2026-01-01 17:11:33.046403527,CUST_00947,2730.78,upi,visa,travel,mobile_android,US,True,0
TXN_000459,2026-01-01 17:19:22.823987763,CUST_01660,1862.34,upi,visa,fashion,mobile_ios,US,True,0
TXN_000460,2026-01-01 17:19:53.543069737,CUST_00104,2926.46,upi,amex,digital_goods,mobile_android,IN,True,0
TXN_000461,2026-01-01 17:28:45.883420620,CUST_00094,1708.73,upi,visa,fashion,mobile_ios,US,True,0
TXN_000462,2026-01-01 17:31:41.728516863,CUST_00303,2244.47,upi,visa,digital_goods,mobile_ios,IN,True,0
